"","P_GSM508710.CEL","P_GSM508711.CEL","P_GSM508712.CEL","P_GSM508713.CEL","P_GSM508714.CEL","P_GSM508715.CEL","P_GSM508716.CEL","P_GSM508718.CEL","P_GSM508728.CEL","P_GSM508731.CEL","P_GSM508732.CEL"
"MRPL9",110.324327247268,104.728674989803,148.564302023158,146.865963297158,124.30897161731,107.160616268083,126.641461661256,178.232076606179,153.27998927937,172.783960309112,142.488386423548
"TEK",472.397197422615,560.511293589305,602.7518635461,462.366959725791,661.432914018384,429.60232862314,516.31461024971,475.457587394334,412.710215839909,301.209999801488,457.99712284452
"GAPDH",10893.2607842603,7280.08482591696,14347.6666124799,9199.45979432612,7451.65658038782,6754.04824505769,7014.54315847088,13368.648925376,8713.15948761091,10314.5558461156,11193.6453541148
"WWC1",316.131073024235,492.49190974999,411.916032476735,398.729926997982,331.083182342368,643.433249221061,408.290660852891,554.860564587389,491.38823138993,527.585452839484,596.354128916265
"SMAD7",131.798805340382,153.80730038846,156.588922774547,152.488771245227,133.378144888834,160.353209171433,161.672840435342,114.221867900794,184.605403565201,301.566855068014,116.923579451367
"NLRX1",363.201735795272,374.911396166173,431.244105057914,422.63901309374,301.076635249686,336.181297061711,465.180566442717,373.551403875084,336.707378954011,318.257043488322,399.214494122718
"TWIST1",45.7303218612631,45.3395074028659,41.2929948561753,43.9470165419976,45.3346543728622,38.8853548538238,48.4292886744034,42.6167694255868,42.479511395955,43.1051426503805,48.8855889673559
"FHL2",138.41431301837,125.58457439127,183.07443968511,113.676634041569,255.540247073637,117.607423536638,137.993126661526,153.319775745043,123.406088635057,115.46873524279,118.960539926771
"MRPL23",118.331304152661,110.713629695306,196.875785675065,112.71640537169,132.968775842257,168.968607362427,115.449327861792,228.951936878962,110.255257998502,163.85356230637,143.171028716823
"ISG15",173.630154059363,100.559041518019,324.785404703982,172.627092940495,336.530861985309,241.968416180834,185.364687148961,324.128931686853,122.726530445683,188.372068793827,271.845378719056
"ZWINT",122.393190295766,104.195594363255,118.309446769579,98.3572475445129,102.366476075805,112.92421515056,129.912312109413,81.6261883353156,77.9203937943156,100.015022347523,87.387893723576
"CTH",40.880000470077,45.5929971101416,38.5083048696389,42.2951956254186,37.5115867088524,46.2441063556747,42.565306633313,37.2481255650183,88.2063440831341,48.0741572038999,39.5544012313097
"VDAC2",901.009234750133,763.178483639809,1609.83299491195,1451.5587632106,1157.00510416801,1307.7239839743,765.372074073959,1552.63493196553,1620.6219629875,1940.88103668609,445.742574973493
"FAM46A",207.95112469102,227.479229445775,218.946462868392,182.571852917363,249.76766978017,159.801354548136,218.946462868392,228.92232098398,1036.68456362088,340.762911905492,355.155415590073
"AGPAT2",453.333173657439,492.411682138963,536.253676279958,415.065394345287,446.100874981176,472.845092873544,528.318318422664,465.105289053684,294.128266216318,325.562146919646,520.657898143309
"GSPT1",284.509020732498,450.078654171212,497.254903384035,397.438199378736,546.884114389175,500.038579775244,347.710668087904,606.50360867777,531.088393053023,628.990368721099,302.187602329154
"DYNLL1",2293.00469094519,2060.86676622469,4424.32177853693,3296.23118560996,2270.16496555565,4799.85303132925,1409.5301932366,4663.3523121213,5418.69530705614,8965.71619268261,449.926075582043
"ASCL1",114.745010393074,112.444444271479,167.524388695664,188.781868421712,84.0384822151194,126.861724111729,273.027206727076,153.713408110092,60.1135027748424,102.223298741964,491.65910689105
"CAMK1D",68.0823199454684,80.3356132133573,63.4689468880409,68.4766275215467,72.2263444939194,62.7171473866813,81.5178682561381,72.1553982753481,58.3581282503731,55.7513847333561,77.9085894728758
"GOLGA2",47.156268158624,49.1734961704941,43.4334229901735,45.1893891467325,45.1115674092467,43.9249684190558,42.8926542049329,46.1169214149085,41.9688058692402,42.397497030443,70.0318149698437
"LYL1",174.541261785773,172.33039314631,188.029346742205,182.31081517005,209.573515477127,165.941914688145,238.205728906355,232.883918401861,140.104441706992,173.999881560315,583.779714160573
"ENO1",1332.71503914023,1690.26703888056,2473.46233111051,1899.48149974086,1453.61217291115,1172.58975667929,1153.10124039043,3605.92880530402,1867.90650765385,1992.12332140314,1272.31159360043
"SDF4",42.9195376138269,34.9762224829027,42.639095472424,48.9983546156151,39.8732411258874,43.2651717757332,45.0079866353109,52.4534539760556,50.8565164441452,75.7444531401512,41.1389851202204
"TRAF1",191.668395594287,166.166548672962,165.318463702934,194.049820596684,167.277330429911,166.567945513135,211.162819931494,164.155864101943,143.798830622183,140.947435563584,270.023221543445
"MAP2",158.222910687013,160.597640998186,188.050712040051,155.129633722222,148.932205805435,143.788181498935,139.161301877454,155.197362201735,124.473961592969,124.891491237313,177.784326796606
"DHODH",113.318501161028,88.0576628378455,95.5821570173127,95.9778489447841,89.191636997123,87.8209508502173,92.4492854096389,93.9795828538636,87.8209508502173,86.6981270870547,88.8071817686754
"CNTN2",311.544071154495,265.410303731041,698.413128740848,543.519348946115,371.736740868007,301.373401229549,494.044790857152,438.573482913483,339.470286416429,405.287948469733,525.758788520339
"ATG10",231.348148138153,191.405081191425,184.436671148717,175.952601815415,180.488908682858,172.880952945047,198.72154079876,172.608387244351,153.277769197845,153.905382403434,238.169210507089
"NOTCH1",109.119059894883,181.183512799312,113.182449848031,173.019848881695,148.936470429563,135.847208228089,189.061396284407,113.85393099302,214.348801232817,165.222470618769,111.049909501403
"PSMD7",216.925217626588,253.567427124483,425.381322490117,372.609261161387,334.138012015961,417.542021696101,243.746004645233,386.303326822068,381.360359755504,409.21878675845,149.401338460882
"MTAP",39.7099035061586,37.6014307588071,38.7447772085542,35.7133563657126,37.2170121380032,35.8896106892222,35.9366080207435,38.991922100337,35.7341884681039,35.9726923631278,36.8501893530188
"NDUFA9",476.891377795541,552.180191405194,904.785559682534,684.459373041063,662.971135640861,548.570052982131,565.981060171226,1156.75481639807,513.226815520858,688.01328485677,762.367607379037
"BICD1",59.7545015250477,68.626543882661,43.9788439590055,81.0784020713917,69.9630591968391,47.6959146083008,61.815504351592,46.7598264744777,59.0645900880797,51.3802269152038,61.815504351592
"DOK4",47.9478769585463,51.6969020239509,55.8185556359159,46.9307007133232,62.8646324545472,50.9251173531159,54.3669901686009,58.1005063184295,42.752786984555,44.2739381242734,67.0704811483243
"EWSR1",30.9567176843937,32.8171688645189,30.8479137477149,29.7990148311434,31.234045559852,30.9869999771485,31.9136290566699,32.6154570473985,32.8171688645189,32.7866022918479,35.3128938716455
"RUVBL1",141.095579819427,156.618142361903,180.397165959043,148.047190907107,187.904857084672,165.09454331744,166.570289426911,192.282118769893,129.852444111007,159.29679577531,189.485708402347
"TNPO3",437.023667899117,363.663590484722,328.075516013225,353.036753263874,314.296253248043,401.465482158428,397.452347004362,250.779716662305,273.197712787893,281.681754924421,439.240205766121
"NAA50",159.098879752407,174.483794702602,172.088461842099,224.464601963228,189.915565510711,322.493040702278,124.07203482631,218.386609226067,366.368142868738,395.550813188774,58.9629329704052
"IK",364.835840347993,406.987212681649,567.089962540068,786.349974891552,503.251768157561,666.736347668413,441.430863896044,632.975583062112,717.468518120915,1273.26507018697,139.630822863958
"PNMA1",338.586615562728,345.886939249675,402.125526212494,399.307297498881,180.489735932176,550.434624703406,250.416944222757,508.607404092817,1187.56218760027,1011.69353037727,297.047641961018
"LAG3",77.6382793262684,66.8588925852001,76.6061505102115,62.6933763572276,61.6188976797572,59.7366221887683,64.5203737522459,55.8940783617199,60.421334650374,52.9209266854548,66.5929645089808
"EFNA4",40.3243539181272,44.0569389419217,44.4653378970798,41.6508485709205,41.6814049546143,45.4381684520392,41.6602701404695,45.5457598937548,39.9675441151713,42.4607240384636,52.7403006040751
"PSMD8",316.14335555296,227.835324656963,528.807539507177,323.79987157503,317.181189101452,251.190973128044,252.583066831814,550.606287871957,214.867136892676,421.979727533277,553.206166377561
"PRKAR2A",789.783476957217,557.050671257392,372.841558635268,638.41523932065,472.221982133774,472.912088291058,837.031259096597,423.958999974217,445.894446096549,454.899868268401,890.753321595159
"S100A10",1048.61667879542,1437.67752768793,1073.98906272266,1322.98766099609,1276.33023444452,1258.29782048168,1201.07933411103,1424.15738983657,624.215154851618,1249.45708058534,914.832289715085
"ANP32A",53.0484387112593,52.0428254669426,51.8804450684701,48.2069282515577,57.5362764545201,43.2694342851038,51.0156464194531,53.2999525773043,47.1230421742709,48.8487413047561,49.7741816568723
"SERBP1",700.371778656172,946.313991239182,1476.24021985635,1293.57389177058,1190.36353322694,1527.92553340827,1163.56528162423,1187.31124592167,2400.42601225954,1658.73667491681,1639.5800262736
"ALDOC",2660.29755181601,1439.71159802021,3441.79052857522,2087.96073998808,1133.2841370673,1873.90325787271,2694.23653149961,3253.27960841253,1559.98526484442,1944.64876633129,1412.9814822194
"ANXA7",342.619964922402,340.73685319432,525.054524142226,659.427855822555,390.819223991689,592.334288714481,348.653066198222,451.621068374763,750.02383338216,1186.666714625,215.030222283362
"CDK4",288.107095074326,380.828654605331,568.292915864174,417.12474440585,547.898540563006,387.579528483437,427.194228694808,822.354074961061,398.197619084384,514.003207560177,591.310719641388
"SIRT1",66.6209519689148,83.5637495150892,70.9970267092962,79.4636974719138,75.7128083419343,152.279981212947,72.7559427420859,56.982477137391,292.008308264707,183.753759550358,58.7766696672256
"FHL1",1292.21545191399,1962.98586537372,1466.7942899074,1363.8020327292,3078.19794645561,2248.19134577096,1446.04913879031,1404.75206023685,1630.96547056793,1947.257771815,862.574096215646
"FZD5",39.8492639789739,38.9824582876508,38.0104566975105,47.6106900760701,34.4483315082144,43.7342013882731,40.8263773890543,39.3583312080762,84.0414729202152,103.82623268729,37.5128678091732
"BEGAIN",238.23765914598,238.126136159551,190.376019584084,199.231921520355,191.454738700141,215.325729200648,217.301838122835,187.951678431958,108.974051029796,164.841206294158,204.709806386169
"INPPL1",453.91561610181,415.507924379833,529.291662290143,447.07136491154,447.07136491154,495.511429419613,471.086658114358,554.535765428438,462.297151926109,382.366457453743,542.838873225867
"ATP6V1B2",865.614295457664,432.837840931118,922.981787759585,547.929525218249,430.487110024751,462.526683000201,393.35323322877,1111.9138321699,1398.29253364607,1021.84123666936,264.916307603269
"ADSL",280.214624622356,295.767961675518,356.164807787827,352.733495985302,452.718539139085,293.747011412935,328.295860863699,578.035931255445,564.074842381012,702.543044754109,293.326581561429
"MKRN3",85.75799455687,79.4935283941481,88.2545862322485,77.2250582725332,90.8070334776551,84.6397131892501,82.4468383805882,85.5739182401909,81.8627525190609,73.6165623298353,88.1047969754421
"HSF1",158.703475419772,155.853863491036,154.209009593298,176.067203907527,176.365413601661,202.488546182181,173.686296996244,169.922091767039,128.866765004274,183.347346559019,352.102899049694
"GATC",56.0936406520809,73.590188525882,60.0889584078075,49.8769406586204,49.8769406586204,51.0294806435086,52.1173216183221,47.4476530355848,47.6071310143505,49.8769406586204,49.8067886976329
"VCP",342.839066502775,612.518289604607,487.6292099704,468.997870060637,636.875629955545,396.735384774184,431.984347088195,585.915748226655,432.858837202982,437.358841735357,367.306422596533
"TRIM5",32.058294332082,31.7983202750042,31.1452287338565,31.2767595682388,31.6513865503356,38.9439102321441,32.3161548264702,32.3161548264702,33.8863069297256,43.2269961560925,44.8924480657842
"VPS45",193.653774959969,347.509814696868,365.673624713545,328.669355007181,290.217902633799,497.672854637736,412.36490947216,556.620044101683,448.727904954521,502.98230538169,303.817522661406
"RUNDC3A",445.343329712876,366.457667368595,441.024629521851,301.050495191475,204.587883095481,464.244555455,232.550965602884,705.570335277172,193.590699733134,314.679267707057,201.740173006001
"GEMIN4",88.5439924924366,104.786443643049,92.7048034761956,86.2288658065778,103.332258621974,104.106434173901,121.072158467154,94.4879034816287,95.836345838556,131.171127350209,152.731650633563
"BMP4",303.121934327356,289.260643234387,269.904215096403,220.250822037044,273.721342137979,223.459238214394,299.256512826229,221.911577289313,248.802323397454,201.649062392586,321.520538145529
"FECH",55.9055682179483,63.4072745524926,68.3360331030328,72.6332220982356,64.8332255189151,67.3108622756643,64.9910259239529,62.3524635143003,64.7158352688511,68.5516397086452,67.7213179217253
"PRPF4B",106.898640243249,163.233477459919,54.6525932855553,127.871842560358,114.094234631655,193.303808984916,144.492281468334,70.9379838159113,666.789695984907,477.331764996426,77.7257959528298
"RBM4B",258.539046889722,524.242339129513,435.535610578001,368.171558865734,301.080236486282,339.315839212908,352.869117936108,397.360815939463,611.16160903051,483.036656523362,251.544954099283
"NDUFS4",207.323322849852,124.668915157156,220.113953611425,249.657246532161,154.90583182527,227.490701587992,142.861910817369,215.715990989691,241.503945707695,254.765295527759,155.933925787055
"ACTB",3243.42523019435,575.085341866035,1822.20494498873,1542.50356814114,1628.27194624159,935.130195889816,1173.14084499321,1624.6754084624,626.244400271536,959.323596493553,714.728090013065
"MRPL39",225.612560261795,170.377626993436,274.979203252744,272.806578124262,173.540370212143,248.116725034558,227.230525844452,266.13354516774,285.621685281298,315.758474272963,241.443050996038
"FLNA",147.821203280599,142.254370272943,161.009769249458,144.162085058444,339.383077869497,143.311651156736,194.74143538375,171.675106127382,126.824486129098,132.918652133376,148.101110145228
"AMFR",145.232325208674,138.911493134789,122.807251271049,136.345739868389,134.418756551486,119.400925972034,123.407682225373,149.229870531554,153.665619358137,130.860475089226,121.230242758572
"BIRC3",26.8403792619514,25.5981395565663,25.9931401105493,26.2195468267178,28.9245884932651,27.5318762113652,26.4959819583483,26.3371716017399,29.2550834211055,27.7375287336944,31.6741633427398
