"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"221782_at",0.193436292469786,4.48169551531986,0.872149023141455,0.39190514647686,0.780063522879289,-4.71123362491007
"217757_at",-0.28332346761136,9.18947931712737,-0.871787996693604,0.392098122669976,0.780377903932731,-4.71136870809635
"203151_at",-0.24269167278216,10.2035942420114,-0.871399419964206,0.392305893610188,0.780476640324245,-4.71151404325325
"219146_at",0.0927610266662784,5.68971047069174,0.871318031613122,0.392349420744912,0.780476640324245,-4.71154447665742
"200762_at",0.179732423161622,11.2334052535129,0.871269081032218,0.392375601404528,0.780476640324245,-4.71156277942806
"215671_at",0.0988441088436465,3.79811461039228,0.871234134217994,0.392394292999224,0.780476640324245,-4.71157584558047
"204635_at",0.171823032783921,5.68460487637929,0.87117974255313,0.392423385977642,0.780476640324245,-4.71159618096539
"204035_at",0.579629183619775,8.12612444143546,0.871059521182868,0.392487694845565,0.780476640324245,-4.71164112400711
"215289_at",0.0889026799200224,3.94384046868059,0.870970795534681,0.392535160370136,0.780476640324245,-4.71167428923509
"206147_x_at",0.168480944438026,7.20936563997792,0.870970475817291,0.392535331415919,0.780476640324245,-4.71167440873842
"205423_at",-0.160888244670149,7.64617375845725,-0.870951574778155,0.392545443378756,0.780476640324245,-4.71168147346147
"219875_s_at",0.0790770246775682,3.70881887457509,0.87091663212733,0.392564137967509,0.780476640324245,-4.71169453376286
"212816_s_at",-0.209724765717991,5.61927787216576,-0.870880734559059,0.392583344042815,0.780476640324245,-4.71170795048573
"207861_at",0.163790700166057,6.64520938707797,0.870871943578017,0.392588047524699,0.780476640324245,-4.7117112360405
"213812_s_at",-0.214614504176153,6.40769361849915,-0.87084364489291,0.392603188556515,0.780476640324245,-4.71172181223144
"219369_s_at",-0.10916108797035,5.07748335161625,-0.870587309889935,0.392740356138792,0.780679656795206,-4.71181759930702
"218777_at",0.147418075660926,6.0766886042464,0.870455457003521,0.3928109240606,0.780726547612093,-4.71186686008915
"64408_s_at",0.112159273569112,4.63778207374815,0.870412272361073,0.39283403834376,0.780726547612093,-4.71188299258641
"216994_s_at",0.132558395473665,5.40504452081685,0.869928951825347,0.393092792205117,0.780787483063009,-4.712063497491
"215741_x_at",-0.193303779865137,6.89901730846866,-0.869762199972243,0.393182091143702,0.780787483063009,-4.71212575303659
"211753_s_at",0.139062779149713,4.2049397203627,0.869682345878654,0.393224859233606,0.780787483063009,-4.71215556214664
